지형지물,관리번호,관리기관,법정동,지번,수종코드,보호판유무,X,Y
가로수,81000001,용인시,공세동,717 도,은행나무,Y,210835.886,416243.837
가로수,81000002,용인시,공세동,717 도,은행나무,Y,210827.658,416240.638
가로수,81000003,용인시,공세동,717 도,은행나무,Y,210819.441,416237.05
가로수,81000004,용인시,공세동,717 도,은행나무,Y,210812.144,416233.998
가로수,81000005,용인시,공세동,717 도,은행나무,Y,210803.366,416230.298
가로수,81000006,용인시,공세동,717 도,은행나무,Y,210843.105,416229.934
가로수,81000007,용인시,공세동,717 도,은행나무,Y,210796.019,416227.957
가로수,81000008,용인시,공세동,717 도,은행나무,Y,210835.705,416227.051
가로수,81000009,용인시,공세동,717 도,은행나무,Y,210789.047,416226.588
가로수,81000010,용인시,공세동,717 도,은행나무,Y,210780.947,416224.946
가로수,81000011,용인시,공세동,717 도,은행나무,Y,210827.575,416223.599
가로수,81000012,용인시,공세동,717 도,은행나무,Y,210773.556,416221.244
가로수,81000013,용인시,공세동,717 도,은행나무,Y,210820.269,416220.658
가로수,81000014,용인시,공세동,717 도,은행나무,Y,210813.793,416218.077
가로수,81000015,용인시,공세동,717 도,은행나무,Y,210765.249,416216.825
가로수,81000016,용인시,공세동,717 도,은행나무,Y,210805.482,416214.734
가로수,81000017,용인시,공세동,717 도,은행나무,Y,210799.22,416211.441
가로수,82000005,용인시,공세동,718 도,은행나무,Y,210142.264,416111.248
가로수,82000007,용인시,공세동,718 도,은행나무,Y,210135.498,416107.333
가로수,82000013,용인시,공세동,718 도,은행나무,Y,210146.093,416102.292
가로수,82000014,용인시,공세동,718 도,은행나무,Y,210138.678,416098.339
가로수,82000016,용인시,공세동,718 도,은행나무,Y,210112.903,416094.208
가로수,82000017,용인시,공세동,718 도,은행나무,Y,210130.849,416093.832
가로수,82000018,용인시,공세동,718 도,은행나무,Y,210104.554,416089.401
가로수,82000019,용인시,공세동,718 도,은행나무,Y,210123.093,416089.299
가로수,82000020,용인시,공세동,718 도,은행나무,Y,210097.575,416085.391
가로수,82000021,용인시,공세동,718 도,은행나무,Y,210116.134,416085.29
가로수,82000022,용인시,공세동,718 도,은행나무,Y,210090.801,416081.422
가로수,82000023,용인시,공세동,718 도,은행나무,Y,210108.354,416080.736
가로수,82000024,용인시,공세동,718 도,은행나무,Y,210083.976,416077.453
가로수,82000025,용인시,공세동,718 도,은행나무,Y,210101.433,416076.766
가로수,82000026,용인시,공세동,718 도,은행나무,Y,210076.844,416073.367
가로수,82000027,용인시,공세동,718 도,은행나무,Y,210094.496,416072.754
가로수,82000028,용인시,공세동,718 도,은행나무,Y,210069.907,416069.336
가로수,82000029,용인시,공세동,718 도,은행나무,Y,210087.529,416068.715
가로수,82000030,용인시,공세동,718 도,은행나무,Y,210080.608,416064.69
가로수,82000031,용인시,공세동,718 도,은행나무,Y,210061.248,416064.332
가로수,82000032,용인시,공세동,718 도,은행나무,Y,210073.67,416060.64
가로수,82000033,용인시,공세동,718 도,은행나무,Y,210054.301,416060.273
가로수,82000034,용인시,공세동,718 도,은행나무,Y,210047.354,416056.225
가로수,82000035,용인시,공세동,718 도,은행나무,Y,210065.874,416056.178
가로수,82000036,용인시,공세동,718 도,은행나무,Y,210040.284,416052.153
가로수,82000037,용인시,공세동,718 도,은행나무,Y,210058.918,416052.148
가로수,82000038,용인시,공세동,718 도,은행나무,Y,210033.454,416048.137
가로수,82000039,용인시,공세동,718 도,은행나무,Y,210051.944,416048.075
가로수,82000040,용인시,공세동,718 도,은행나무,Y,210026.464,416044.162
가로수,82000041,용인시,공세동,718 도,은행나무,Y,210044.662,416043.695
가로수,82000042,용인시,공세동,718 도,은행나무,Y,210019.51,416040.338
가로수,82000043,용인시,공세동,718 도,은행나무,Y,210037.818,416039.887
가로수,82000044,용인시,공세동,718 도,은행나무,Y,210030.786,416035.69
가로수,82000045,용인시,공세동,718 도,은행나무,Y,210023.87,416031.684
가로수,82000046,용인시,공세동,718 도,은행나무,Y,210001.402,416030.784
가로수,82000047,용인시,공세동,718 도,은행나무,Y,210015.918,416027.45
가로수,82000048,용인시,공세동,718 도,은행나무,Y,209994.275,416027.351
가로수,82000049,용인시,공세동,718 도,은행나무,Y,209986.781,416023.909
가로수,82000050,용인시,공세동,718 도,은행나무,Y,210008.613,416023.816
가로수,82000051,용인시,공세동,718 도,은행나무,Y,209980.507,416021.053
가로수,82000052,용인시,공세동,718 도,은행나무,Y,210001.707,416020.508
가로수,82000053,용인시,공세동,718 도,은행나무,Y,209974.087,416017.859
가로수,82000054,용인시,공세동,718 도,은행나무,Y,209994.379,416017.062
가로수,82000055,용인시,공세동,718 도,은행나무,Y,209967.823,416014.976
가로수,82000056,용인시,공세동,718 도,은행나무,Y,209988.044,416014.124
가로수,82000057,용인시,공세동,718 도,은행나무,Y,209978.367,416009.602
가로수,82000058,용인시,공세동,718 도,은행나무,Y,209971.06,416006.084
가로수,82000059,용인시,공세동,718 도,은행나무,Y,209946.395,416005.01
가로수,82000060,용인시,공세동,718 도,은행나무,Y,209934.637,415999.514
가로수,82000061,용인시,공세동,718 도,은행나무,Y,209950.169,415996.423
가로수,82000062,용인시,공세동,718 도,은행나무,Y,209927.348,415996.116
가로수,82000063,용인시,공세동,718 도,은행나무,Y,209943.84,415993.177
가로수,82000064,용인시,공세동,718 도,은행나무,Y,209919.624,415992.434
가로수,82000065,용인시,공세동,718 도,은행나무,Y,209937.437,415990.433
가로수,82000066,용인시,공세동,718 도,은행나무,Y,209912.576,415988.343
가로수,82000067,용인시,공세동,718 도,은행나무,Y,209930.146,415987.07
가로수,82000068,용인시,공세동,718 도,은행나무,Y,209906.232,415984.239
가로수,82000069,용인시,공세동,718 도,은행나무,Y,209922.996,415983.422
가로수,82000070,용인시,공세동,718 도,은행나무,Y,209899.767,415979.506
가로수,82000072,용인시,공세동,718 도,은행나무,Y,209893.291,415974.473
가로수,82000074,용인시,공세동,718 도,은행나무,Y,209886.752,415969.078
가로수,82000076,용인시,공세동,718 도,은행나무,Y,209880.651,415963.904
가로수,82000078,용인시,공세동,718 도,은행나무,Y,209874.763,415958.922
가로수,82000080,용인시,공세동,718 도,은행나무,Y,209868.453,415953.562
가로수,82000082,용인시,공세동,718 도,은행나무,Y,209862.469,415948.534
가로수,82000084,용인시,공세동,718 도,은행나무,Y,209856.292,415942.993
가로수,82000086,용인시,공세동,718 도,은행나무,Y,209850.843,415937.093
가로수,82000088,용인시,공세동,718 도,은행나무,Y,209846.29,415930.522
가로수,82000091,용인시,공세동,718 도,은행나무,Y,209841.884,415922.671
가로수,82000092,용인시,공세동,718 도,은행나무,Y,209849.031,415915.778
가로수,82000093,용인시,공세동,718 도,은행나무,Y,209838.847,415915.294
가로수,82000095,용인시,공세동,718 도,은행나무,Y,209836.529,415907.248
가로수,82000097,용인시,공세동,718 도,은행나무,Y,209835.028,415899.431
가로수,82000098,용인시,공세동,718 도,은행나무,Y,209843.837,415894.015
가로수,82000099,용인시,공세동,718 도,은행나무,Y,209834.401,415891.534
가로수,82000100,용인시,공세동,718 도,은행나무,Y,209843.86,415887.469
가로수,82000101,용인시,공세동,718 도,은행나무,Y,209834.63,415883.194
가로수,82000102,용인시,공세동,718 도,은행나무,Y,209844.671,415879.681
가로수,82000103,용인시,공세동,718 도,은행나무,Y,209835.985,415875.38
가로수,82000104,용인시,공세동,718 도,은행나무,Y,209846.375,415871.954
가로수,82000105,용인시,공세동,718 도,은행나무,Y,209838.325,415866.489
가로수,82000106,용인시,공세동,718 도,은행나무,Y,209849.162,415864.542
가로수,82000107,용인시,공세동,718 도,은행나무,Y,209841.373,415858.92
가로수,82000108,용인시,공세동,718 도,은행나무,Y,209852.625,415857.377
가로수,82000109,용인시,공세동,718 도,은행나무,Y,209845.084,415851.797
가로수,82000110,용인시,공세동,718 도,은행나무,Y,209856.861,415850.509
가로수,82000111,용인시,공세동,718 도,은행나무,Y,209849.217,415844.974
가로수,82000112,용인시,공세동,718 도,은행나무,Y,209861.035,415843.846
가로수,82000113,용인시,공세동,718 도,은행나무,Y,209853.38,415838.158
가로수,82000114,용인시,공세동,718 도,은행나무,Y,209865.351,415837.119
가로수,82000115,용인시,공세동,718 도,은행나무,Y,209857.689,415831.102
가로수,82000116,용인시,공세동,718 도,은행나무,Y,209870.866,415828.399
가로수,82000117,용인시,공세동,718 도,은행나무,Y,209862.133,415823.874
가로수,82000118,용인시,공세동,718 도,은행나무,Y,209874.796,415822.304
가로수,82000119,용인시,공세동,718 도,은행나무,Y,209866.868,415816.119
가로수,82000121,용인시,공세동,718 도,은행나무,Y,209886.884,415803.188
가로수,82000122,용인시,공세동,718 도,은행나무,Y,209891.179,415796.369
가로수,82000123,용인시,공세동,718 도,은행나무,Y,209894.916,415789.905
가로수,82000124,용인시,공세동,718 도,은행나무,Y,209886.24,415786.244
가로수,82000125,용인시,공세동,718 도,은행나무,Y,209898.547,415782.421
가로수,82000126,용인시,공세동,718 도,은행나무,Y,209890.485,415776.803
가로수,82000127,용인시,공세동,718 도,은행나무,Y,209900.693,415774.711
가로수,82000128,용인시,공세동,718 도,은행나무,Y,209892.65,415769.153
가로수,82000129,용인시,공세동,718 도,은행나무,Y,209902.709,415767.042
가로수,82000130,용인시,공세동,718 도,은행나무,Y,209894.006,415761.441
가로수,82000131,용인시,공세동,718 도,은행나무,Y,209903.39,415759.549
가로수,82000132,용인시,공세동,718 도,은행나무,Y,209894.35,415753.571
가로수,82000133,용인시,공세동,718 도,은행나무,Y,209903.619,415751.625
가로수,82000134,용인시,공세동,718 도,은행나무,Y,209893.856,415745.496
가로수,82000135,용인시,공세동,718 도,은행나무,Y,209903.02,415743.379
가로수,82000136,용인시,공세동,718 도,은행나무,Y,209892.106,415735.96
가로수,82000137,용인시,공세동,718 도,은행나무,Y,209901.577,415735.42
가로수,82000138,용인시,공세동,718 도,은행나무,Y,209889.816,415728.325
가로수,82000140,용인시,공세동,718 도,은행나무,Y,209886.682,415721.108
가로수,82000141,용인시,공세동,718 도,은행나무,Y,209895.891,415718.746
가로수,82000142,용인시,공세동,718 도,은행나무,Y,209882.566,415714.401
가로수,82000143,용인시,공세동,718 도,은행나무,Y,209893.085,415713.199
가로수,82000144,용인시,공세동,718 도,은행나무,Y,209878.25,415707.626
가로수,82000145,용인시,공세동,718 도,은행나무,Y,209888.976,415706.852
가로수,82000146,용인시,공세동,718 도,은행나무,Y,209873.635,415701.088
가로수,82000147,용인시,공세동,718 도,은행나무,Y,209884.778,415700.978
가로수,82000148,용인시,공세동,718 도,은행나무,Y,209869.289,415694.587
가로수,82000149,용인시,공세동,718 도,은행나무,Y,209880.223,415693.868
가로수,82000150,용인시,공세동,717 도,은행나무,Y,210197.194,415687.977
가로수,82000151,용인시,공세동,718 도,은행나무,Y,209864.63,415687.921
가로수,82000152,용인시,공세동,718 도,은행나무,Y,209875.712,415687.331
가로수,82000153,용인시,공세동,717 도,은행나무,Y,210191.041,415684.725
가로수,82000154,용인시,공세동,718 도,은행나무,Y,209860.131,415681.321
가로수,82000155,용인시,공세동,717 도,은행나무,Y,210184.822,415680.99
가로수,82000156,용인시,공세동,718 도,은행나무,Y,209871.109,415680.543
가로수,82000157,용인시,공세동,717 도,은행나무,Y,210177.995,415676.989
가로수,82000158,용인시,공세동,718 도,은행나무,Y,209855.703,415674.828
가로수,82000159,용인시,공세동,718 도,은행나무,Y,209866.72,415674.228
가로수,82000160,용인시,공세동,717 도,은행나무,Y,210171.517,415673.099
가로수,82000161,용인시,공세동,717 도,은행나무,Y,210196.851,415670.239
가로수,82000162,용인시,공세동,717 도,은행나무,Y,210164.721,415668.888
가로수,82000163,용인시,공세동,718 도,은행나무,Y,209850.224,415666.361
가로수,82000164,용인시,공세동,717 도,은행나무,Y,210189.562,415665.896
가로수,82000165,용인시,공세동,717 도,은행나무,Y,210157.913,415664.651
가로수,82000166,용인시,공세동,717 도,은행나무,Y,210183.104,415662.092
가로수,82000167,용인시,공세동,718 도,은행나무,Y,209858.009,415661.275
가로수,82000168,용인시,공세동,717 도,은행나무,Y,210150.943,415660.158
가로수,82000169,용인시,공세동,717 도,은행나무,Y,210177.027,415658.394
가로수,82000170,용인시,공세동,717 도,은행나무,Y,210144.053,415655.744
가로수,82000171,용인시,공세동,718 도,은행나무,Y,210149.242,416115.333
가로수,83000001,용인시,공세동,717 도,은행나무,Y,210643.826,416059.676
가로수,83000002,용인시,공세동,717 도,은행나무,Y,210638.536,416054.911
가로수,83000003,용인시,공세동,717 도,은행나무,Y,210632.463,416049.745
가로수,83000004,용인시,공세동,717 도,은행나무,Y,210625.408,416044.178
가로수,83000005,용인시,공세동,717 도,은행나무,Y,210618.863,416039.722
가로수,83000006,용인시,공세동,717 도,은행나무,Y,210645.411,416036.661
가로수,83000007,용인시,공세동,717 도,은행나무,Y,210612.076,416035.209
가로수,83000008,용인시,공세동,717 도,은행나무,Y,210605.021,416031.316
가로수,83000009,용인시,공세동,717 도,은행나무,Y,210638.756,416030.421
가로수,83000010,용인시,공세동,717 도,은행나무,Y,210598.004,416027.31
가로수,83000011,용인시,공세동,717 도,은행나무,Y,210631.273,416025.28
가로수,83000012,용인시,공세동,717 도,은행나무,Y,210590.833,416023.83
가로수,83000013,용인시,공세동,717 도,은행나무,Y,210624.19,416020.704
가로수,83000014,용인시,공세동,717 도,은행나무,Y,210583.785,416019.978
가로수,83000015,용인시,공세동,717 도,은행나무,Y,210618.21,416017.194
가로수,83000016,용인시,공세동,717 도,은행나무,Y,210576.326,416016.161
가로수,83000017,용인시,공세동,717 도,은행나무,Y,210610.995,416013.305
가로수,83000018,용인시,공세동,717 도,은행나무,Y,210569.231,416012.481
가로수,83000019,용인시,공세동,717 도,은행나무,Y,210603.78,416009.077
가로수,83000020,용인시,공세동,717 도,은행나무,Y,210562.421,416008.956
가로수,83000021,용인시,공세동,717 도,은행나무,Y,210596.851,416005.482
가로수,83000022,용인시,공세동,717 도,은행나무,Y,210555.289,416005.37
가로수,83000023,용인시,공세동,717 도,은행나무,Y,210589.472,416001.74
가로수,83000024,용인시,공세동,717 도,은행나무,Y,210548.322,416001.214
가로수,83000025,용인시,공세동,717 도,은행나무,Y,210581.56,415997.545
가로수,83000026,용인시,공세동,717 도,은행나무,Y,210541.659,415997.019
가로수,83000027,용인시,공세동,717 도,은행나무,Y,210575.2,415994.346
가로수,83000028,용인시,공세동,717 도,은행나무,Y,210534.151,415991.881
가로수,83000029,용인시,공세동,717 도,은행나무,Y,210567.877,415990.376
가로수,83000030,용인시,공세동,717 도,은행나무,Y,210528.584,415987.214
가로수,83000031,용인시,공세동,717 도,은행나무,Y,210560.992,415986.666
가로수,83000032,용인시,공세동,717 도,은행나무,Y,210523.81,415983.513
가로수,83000033,용인시,공세동,717 도,은행나무,Y,210553.575,415982.598
가로수,83000034,용인시,공세동,717 도,은행나무,Y,210518.664,415978.739
가로수,83000035,용인시,공세동,717 도,은행나무,Y,210513.339,415973.437
가로수,83000036,용인시,공세동,717 도,은행나무,Y,210540.367,415973.415
가로수,83000037,용인시,공세동,717 도,은행나무,Y,210535.391,415968.792
가로수,83000038,용인시,공세동,717 도,은행나무,Y,210530.095,415963.927
가로수,83000039,용인시,공세동,717 도,은행나무,Y,210482.936,415930.701
가로수,83000040,용인시,공세동,717 도,은행나무,Y,210501.273,415924.516
가로수,83000041,용인시,공세동,717 도,은행나무,Y,210479.243,415923.799
가로수,83000042,용인시,공세동,717 도,은행나무,Y,210475.039,415917.005
가로수,83000043,용인시,공세동,717 도,은행나무,Y,210496.928,415916.609
가로수,83000044,용인시,공세동,717 도,은행나무,Y,210471.108,415911.078
가로수,83000045,용인시,공세동,717 도,은행나무,Y,210493.369,415910.754
가로수,83000046,용인시,공세동,717 도,은행나무,Y,210465.011,415903.217
가로수,83000047,용인시,공세동,717 도,은행나무,Y,210488.553,415903.189
가로수,83000048,용인시,공세동,717 도,은행나무,Y,210460.461,415897.922
가로수,83000049,용인시,공세동,717 도,은행나무,Y,210483.734,415896.27
가로수,83000050,용인시,공세동,717 도,은행나무,Y,210454.53,415891.504
가로수,83000051,용인시,공세동,717 도,은행나무,Y,210480.021,415891.394
가로수,83000052,용인시,공세동,717 도,은행나무,Y,210449.901,415886.211
가로수,83000053,용인시,공세동,717 도,은행나무,Y,210466.102,415881.462
가로수,83000054,용인시,공세동,717 도,은행나무,Y,210444.796,415880.389
가로수,83000055,용인시,공세동,717 도,은행나무,Y,210461.203,415875.942
가로수,83000056,용인시,공세동,717 도,은행나무,Y,210440.024,415875.254
가로수,83000057,용인시,공세동,717 도,은행나무,Y,210455.97,415870.053
가로수,83000058,용인시,공세동,717 도,은행나무,Y,210434.656,415869.294
가로수,83000059,용인시,공세동,717 도,은행나무,Y,210450.907,415864.555
가로수,83000060,용인시,공세동,717 도,은행나무,Y,210429.231,415863.26
가로수,83000061,용인시,공세동,717 도,은행나무,Y,210445.749,415858.516
가로수,83000062,용인시,공세동,717 도,은행나무,Y,210424.168,415857.469
가로수,83000063,용인시,공세동,717 도,은행나무,Y,210440.302,415852.568
가로수,83000064,용인시,공세동,717 도,은행나무,Y,210418.905,415851.697
가로수,83000065,용인시,공세동,717 도,은행나무,Y,210434.903,415846.645
가로수,83000066,용인시,공세동,717 도,은행나무,Y,210414.394,415846.327
가로수,83000067,용인시,공세동,717 도,은행나무,Y,210430.283,415841.255
가로수,83000068,용인시,공세동,717 도,은행나무,Y,210408.771,415840.502
가로수,83000069,용인시,공세동,717 도,은행나무,Y,210424.945,415835.391
가로수,83000070,용인시,공세동,717 도,은행나무,Y,210420.018,415830.243
가로수,83000071,용인시,공세동,717 도,은행나무,Y,210398.978,415829.409
가로수,83000072,용인시,공세동,717 도,은행나무,Y,210394.171,415824.014
가로수,83000073,용인시,공세동,717 도,은행나무,Y,210414.365,415823.709
가로수,83000074,용인시,공세동,717 도,은행나무,Y,210388.928,415818.267
가로수,83000075,용인시,공세동,717 도,은행나무,Y,210408.506,415817.109
가로수,83000076,용인시,공세동,717 도,은행나무,Y,210383.416,415812.216
가로수,83000077,용인시,공세동,717 도,은행나무,Y,210403.743,415811.813
가로수,83000078,용인시,공세동,717 도,은행나무,Y,210378.125,415806.36
가로수,83000079,용인시,공세동,717 도,은행나무,Y,210398.286,415805.729
가로수,83000080,용인시,공세동,717 도,은행나무,Y,210393.339,415800.277
가로수,83000081,용인시,공세동,717 도,은행나무,Y,210372.84,415800.271
가로수,83000082,용인시,공세동,717 도,은행나무,Y,210389.073,415795.455
가로수,83000083,용인시,공세동,717 도,은행나무,Y,210366.939,415793.561
가로수,83000084,용인시,공세동,717 도,은행나무,Y,210382.241,415787.994
가로수,83000085,용인시,공세동,717 도,은행나무,Y,210361.53,415787.696
가로수,83000086,용인시,공세동,717 도,은행나무,Y,210355.762,415781.402
가로수,83000087,용인시,공세동,717 도,은행나무,Y,210376.347,415781.299
가로수,83000088,용인시,공세동,717 도,은행나무,Y,210371.719,415775.999
가로수,83000089,용인시,공세동,717 도,은행나무,Y,210349.86,415774.783
가로수,83000090,용인시,공세동,717 도,은행나무,Y,210366.258,415769.946
가로수,83000091,용인시,공세동,717 도,은행나무,Y,210344.519,415768.838
가로수,83000092,용인시,공세동,717 도,은행나무,Y,210360.276,415763.259
가로수,83000093,용인시,공세동,717 도,은행나무,Y,210339.05,415762.94
가로수,83000094,용인시,공세동,717 도,은행나무,Y,210333.295,415757.456
가로수,83000095,용인시,공세동,717 도,은행나무,Y,210354.079,415756.307
가로수,83000096,용인시,공세동,717 도,은행나무,Y,210327.06,415752.281
가로수,83000097,용인시,공세동,717 도,은행나무,Y,210321.36,415748.082
가로수,83000098,용인시,공세동,717 도,은행나무,Y,210342.876,415745.097
가로수,83000099,용인시,공세동,717 도,은행나무,Y,210312.801,415743.25
가로수,83000100,용인시,공세동,717 도,은행나무,Y,210335.977,415739.582
가로수,83000101,용인시,공세동,717 도,은행나무,Y,210304.763,415739.113
가로수,83000102,용인시,공세동,717 도,은행나무,Y,210297.527,415736.038
가로수,83000103,용인시,공세동,717 도,은행나무,Y,210329.288,415734.967
가로수,83000104,용인시,공세동,717 도,은행나무,Y,210290.011,415732.993
가로수,83000105,용인시,공세동,717 도,은행나무,Y,210322.387,415730.817
가로수,83000107,용인시,공세동,717 도,은행나무,Y,210276.876,415727.483
가로수,83000108,용인시,공세동,717 도,은행나무,Y,210314.605,415726.656
가로수,83000110,용인시,공세동,717 도,은행나무,Y,210308.037,415723.812
가로수,83000112,용인시,공세동,717 도,은행나무,Y,210299.889,415720.309
가로수,83000115,용인시,공세동,717 도,은행나무,Y,210247.804,415714.182
가로수,83000116,용인시,공세동,717 도,은행나무,Y,210239.793,415710.492
가로수,83000117,용인시,공세동,717 도,은행나무,Y,210232.694,415707.014
가로수,83000118,용인시,공세동,717 도,은행나무,Y,210225.622,415703.549
가로수,83000119,용인시,공세동,717 도,은행나무,Y,210257.095,415701.704
가로수,83000120,용인시,공세동,717 도,은행나무,Y,210219.205,415700.061
가로수,83000121,용인시,공세동,717 도,은행나무,Y,210250.569,415698.682
가로수,83000122,용인시,공세동,717 도,은행나무,Y,210211.672,415696.101
가로수,83000123,용인시,공세동,717 도,은행나무,Y,210242.901,415694.871
가로수,83000124,용인시,공세동,717 도,은행나무,Y,210204.752,415692.388
가로수,83000125,용인시,공세동,717 도,은행나무,Y,210235.996,415691.437
가로수,83000127,용인시,공세동,717 도,은행나무,Y,210221.063,415683.643
가로수,83000128,용인시,공세동,717 도,은행나무,Y,210213.327,415679.505
가로수,84000001,용인시,공세동,717 도,은행나무,Y,210788.434,416205.689
가로수,84000002,용인시,공세동,717 도,은행나무,Y,210784.034,416203.495
가로수,84000003,용인시,공세동,717 도,은행나무,Y,210777.831,416200.554
가로수,84000004,용인시,공세동,717 도,은행나무,Y,210728.058,416188.14
가로수,84000005,용인시,공세동,717 도,은행나무,Y,210722.835,416182.154
가로수,84000006,용인시,공세동,717 도,은행나무,Y,210718.031,416175.259
가로수,84000007,용인시,공세동,717 도,은행나무,Y,210745.826,416172.702
가로수,84000008,용인시,공세동,717 도,은행나무,Y,210715.181,416167.601
가로수,84000009,용인시,공세동,717 도,은행나무,Y,210740.962,416167.146
가로수,84000010,용인시,공세동,717 도,은행나무,Y,210735.49,416160.79
가로수,84000011,용인시,공세동,717 도,은행나무,Y,210712.247,416160.06
가로수,84000012,용인시,공세동,717 도,은행나무,Y,210729.789,416152.632
가로수,84000013,용인시,공세동,717 도,은행나무,Y,210707.636,416152.431
가로수,84000014,용인시,공세동,717 도,은행나무,Y,210724.345,416146.47
가로수,84000015,용인시,공세동,717 도,은행나무,Y,210703.505,416145.405
가로수,84000016,용인시,공세동,717 도,은행나무,Y,210718.494,416140.53
가로수,84000017,용인시,공세동,717 도,은행나무,Y,210699.184,416138.519
가로수,84000018,용인시,공세동,717 도,은행나무,Y,210713.789,416133.084
가로수,84000019,용인시,공세동,717 도,은행나무,Y,210694.456,416130.773
가로수,84000020,용인시,공세동,717 도,은행나무,Y,210690.797,416124.694
가로수,84000021,용인시,공세동,717 도,은행나무,Y,210708.676,416124.675
가로수,84000022,용인시,공세동,717 도,은행나무,Y,210686.424,416117.694
가로수,84000023,용인시,공세동,717 도,은행나무,Y,210704.343,416117.637
가로수,84000024,용인시,공세동,717 도,은행나무,Y,210682.098,416110.773
가로수,84000025,용인시,공세동,717 도,은행나무,Y,210699.507,416109.862
가로수,84000026,용인시,공세동,717 도,은행나무,Y,210677.197,416103.142
가로수,84000027,용인시,공세동,717 도,은행나무,Y,210694.808,416102.256
가로수,84000028,용인시,공세동,717 도,은행나무,Y,210689.647,416093.637
가로수,84000029,용인시,공세동,717 도,은행나무,Y,210668.296,416088.661
가로수,84000030,용인시,공세동,717 도,은행나무,Y,210685.35,416087.034
가로수,84000031,용인시,공세동,717 도,은행나무,Y,210664.437,416083.071
가로수,84000032,용인시,공세동,717 도,은행나무,Y,210681.245,416080.113
가로수,84000033,용인시,공세동,717 도,은행나무,Y,210659.324,416076.605
가로수,84000034,용인시,공세동,717 도,은행나무,Y,210676.725,416073.087
가로수,84000035,용인시,공세동,717 도,은행나무,Y,210654.783,416071.129
가로수,84000036,용인시,공세동,717 도,은행나무,Y,210672.121,416066.683
가로수,84000037,용인시,공세동,717 도,은행나무,Y,210649.302,416065.246
가로수,84000038,용인시,공세동,717 도,은행나무,Y,210666.581,416059.623
가로수,84000039,용인시,공세동,717 도,은행나무,Y,210662.331,416055.161
가로수,84000040,용인시,공세동,717 도,은행나무,Y,210657.049,416049.161
가로수,84000041,용인시,공세동,717 도,은행나무,Y,210651.241,416042.967
가로수,85000001,용인시,공세동,717 도,은행나무,Y,209756.526,415583.364
가로수,85000002,용인시,공세동,717 도,은행나무,Y,209749.483,415582.583
가로수,85000003,용인시,공세동,717 도,은행나무,Y,209742.581,415581.518
가로수,85000004,용인시,공세동,717 도,은행나무,Y,209734.555,415580.497
가로수,85000005,용인시,공세동,717 도,은행나무,Y,209725.231,415579.134
가로수,85000006,용인시,공세동,717 도,은행나무,Y,209717.293,415577.716
가로수,85000007,용인시,공세동,717 도,은행나무,Y,209708.829,415575.721
가로수,85000008,용인시,공세동,717 도,은행나무,Y,209700.964,415573.477
가로수,85000009,용인시,공세동,717 도,은행나무,Y,209693.435,415571.381
가로수,85000010,용인시,공세동,717 도,은행나무,Y,209685.719,415569.026
가로수,85000011,용인시,공세동,717 도,은행나무,Y,209678.164,415566.36
가로수,85000012,용인시,공세동,717 도,은행나무,Y,209669.086,415562.743
가로수,85000014,용인시,공세동,717 도,은행나무,Y,209662.007,415559.413
가로수,85000019,용인시,공세동,717 도,은행나무,Y,209653.538,415555.445
가로수,85000022,용인시,공세동,717 도,은행나무,Y,209647.555,415552.374
가로수,85000031,용인시,공세동,717 도,은행나무,Y,209604.31,415531.651
가로수,85000035,용인시,공세동,717 도,은행나무,Y,209586.37,415521.871
가로수,85000037,용인시,공세동,717 도,은행나무,Y,209580.578,415518.67
가로수,85000039,용인시,공세동,717 도,은행나무,Y,209575.135,415515.649
가로수,85000040,용인시,공세동,717 도,은행나무,Y,209569.603,415512.746
가로수,85000043,용인시,공세동,717 도,은행나무,Y,209560.958,415507.911
가로수,85000046,용인시,공세동,717 도,은행나무,Y,209534.823,415489.876
가로수,85000048,용인시,공세동,717 도,은행나무,Y,209527.843,415485.844
가로수,85000050,용인시,공세동,717 도,은행나무,Y,209521.221,415482.226
가로수,85000052,용인시,공세동,717 도,은행나무,Y,209514.639,415478.362
가로수,85000055,용인시,공세동,717 도,은행나무,Y,209494.668,415467.448
가로수,86000001,용인시,공세동,717 도,은행나무,Y,210170.091,415653.999
가로수,86000002,용인시,공세동,724 도,은행나무,Y,209924.045,415653.628
가로수,86000003,용인시,공세동,724 도,은행나무,Y,209916.588,415653.558
가로수,86000004,용인시,공세동,717 도,은행나무,Y,210137.403,415651.619
가로수,86000005,용인시,공세동,717 도,은행나무,Y,210163.527,415649.805
가로수,86000006,용인시,공세동,724 도,은행나무,Y,209909.96,415648.888
가로수,86000008,용인시,공세동,717 도,은행나무,Y,210130.447,415647.283
가로수,86000009,용인시,공세동,724 도,은행나무,Y,209878.177,415646.59
가로수,86000010,용인시,공세동,724 도,은행나무,Y,209895.04,415646.537
가로수,86000011,용인시,공세동,724 도,은행나무,Y,209903.273,415646.423
가로수,86000012,용인시,공세동,724 도,은행나무,Y,209870.157,415646.419
가로수,86000013,용인시,공세동,724 도,은행나무,Y,209862.731,415646.386
가로수,86000014,용인시,공세동,724 도,은행나무,Y,209887.426,415646.367
가로수,86000015,용인시,공세동,717 도,은행나무,Y,210156.513,415645.516
가로수,86000016,용인시,공세동,717 도,은행나무,Y,210121.683,415641.799
가로수,86000017,용인시,공세동,724 도,은행나무,Y,209932.982,415641.609
